,id,title,sourceUrl,addTime
5617,748fbc2afb004367b07061e42e0c982c,“看见未来”2019京东方创新挑战赛竞赛,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71143,2019-05-07T00:00:00
5618,456d823e809842f9872b3bdff6e4ad7a,关于开展2019年秋季学期教材选用审查的通知,https://www.jwc.uestc.edu.cn/info/ff8080816a5d21cb016a9177d9152583,2019-05-07T00:00:00
5619,6da873201cd54efc97c26da16c69000c,成电学子获“全国优秀共青团员”荣誉称号,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71154,2019-05-07T00:00:00
5620,686d860190eb43d88ad4002f88dee67c,电子科大国际高水平大学联合培养项目招生,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71128,2019-05-07T00:00:00
5621,57310cd86d334b1faa8ac45a71918af3,计算机学院2018-2019-2专业课答疑重修考试（含返校重修）,https://www.jwc.uestc.edu.cn/info/ff8080816a5d21cb016a910f1d152572,2019-05-07T00:00:00
5622,a0b5999f9a144de1b5b3102de1042094,【一周活动看板】5月6日-5月12日资讯集锦,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71108,2019-05-06T00:00:00
5623,4168761677b543f4be4ff76f0cfa82ef,关于进一步加强“课程思政”建设的通知,https://www.jwc.uestc.edu.cn/info/ff8080816a5d21cb016a8c0bb569024f,2019-05-06T00:00:00
5624,43236eabd8324a21ba921643cacb91b2,电子科技大学2019年辅导员理论宣讲启动,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71132,2019-05-06T00:00:00
5625,bf462a9165f24e0fa9e47aaf899d3386,信通学院2018-2019-2学期重新学习考试安排（含返校重修）,https://www.jwc.uestc.edu.cn/info/ff8080816a5d21cb016a86eec8720211,2019-05-05T00:00:00
5626,0970f9221bc246d19d9bd1b34f1808bf,关于举办电子科技大学第十九届数学建模竞赛的通知,https://www.jwc.uestc.edu.cn/info/ff8080816a5d21cb016a86c1bd400203,2019-05-05T00:00:00
5627,86dce956224a4c488fdf789fcbbf73f1,关于开展2018-2019-2学期中期教学检查工作的通知,https://www.jwc.uestc.edu.cn/info/ff8080816a5d21cb016a872555ad0216,2019-05-05T00:00:00
5628,800e749aaed541d0a1ea5e067a83bfe3,学校举行2019“五一校园健身跑”,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71116,2019-05-05T00:00:00
5629,7292433123454d3caee9a8108dbbaac3,学校党委中心组学习习近平总书记在纪念五四运动100周年大会上重要讲话精神,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71098,2019-05-05T00:00:00
5630,9b4233780c374e9eae72f3d48233c11a,江松院士受聘为我校数学学科发展战略咨询委员会主任委员,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71068,2019-05-05T00:00:00
5631,bb89048799f445199bec1d9e9ea9713f,电子科技大学2019年新增学士学位授权专业公示,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71112,2019-05-05T00:00:00
5632,3d972a4ea6b54e52bf0ff0ef0f2ad162,2019年中国高校航空航天类专业“金课”建设研讨会在我校举行,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71070,2019-05-04T00:00:00
5633,b4e66a01610544258caf3c593c127231,学校举办法制与安全宣传月系列活动 助力“平安成电”建设,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71065,2019-05-04T00:00:00
5634,98ea01361550400482c8d393afddf169,第十三届中国成都国际软件设计与应用大赛在我校启动,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=71082,2019-05-04T00:00:00
5635,5364d52de2434a439aa9d9dd64e9c59c,教育部关于印发《普通高等学校思想政治理论课教师队伍培养规划（2019—2023年）》的通知,https://news.uestc.edu.cn/?n=UestcNews.Front.DocumentV2.ArticlePage&Id=74457,2019-05-03T00:00:00
